County,Habitat,Limits,Length_surface,Association,Contract
HARGHITA,Pârâul Mic,Izvoare - conf. râul Olt,12 km,"AVPS MIERCUREA-
CIUC 
cu sediul în  
localitatea Miercurea-
Ciuc, str. Kossuth 
Lajos, nr. 10, județ 
Harghita",93/10.01.2024
HARGHITA,Lac Mesteacăn,Artificial,"1,5 ha","AVPS MIERCUREA-
CIUC 
cu sediul în  
localitatea Miercurea-
Ciuc, str. Kossuth 
Lajos, nr. 10, județ 
Harghita",93/10.01.2024
HARGHITA,Râul Jolotca,Izvoare – conf. râul Mureș,15 Km,"ACVPS FĂGEȚEL 
MORTONCA 
cu sediul în  
localitatea Subcetate, 
str. Profesor Andrei 
Cotfaș, nr. 9, județ 
Harghita",47/20.12.2017
HARGHITA,Valea Corbului,Izvoare – conf. râul Bistricioara,20 Km,"ACVPS FĂGEȚEL 
MORTONCA 
cu sediul în  
localitatea Subcetate, 
str. Profesor Andrei 
Cotfaș, nr. 9, județ 
Harghita",47/20.12.2017
HUNEDOARA,Râul Steiul montan inferior,Conf. cu râul Bărbat – Subcetate,,"APS PRO PESCAR 
cu sediul în  
localitatea Petroșani, 
str. Universității, nr. 
20, cam. 316, județ 
Hunedoara",50/08.01.2018
HUNEDOARA,Râul Mare inf. II,Lac Hațeg – Lac  Subcetate,,"APS PRO PESCAR 
cu sediul în  
localitatea Petroșani, 
str. Universității, nr. 
20, cam. 316, județ 
Hunedoara",50/08.01.2018
HUNEDOARA,Valea Polatiște,Izvoare – conf. cu râul Jiu,,"APS PRO PESCAR 
cu sediul în  
localitatea Petroșani, 
str. Universității, nr. 
20, cam. 316, județ 
Hunedoara",50/08.01.2018
HUNEDOARA,Râul Jiul inferior,"conf. Jiul de est cu Jiul de vest – conf. cu valea 
Polatişte",,"APS PRO PESCAR 
cu sediul în  
localitatea Petroșani, 
str. Universității, nr. 
20, cam. 316, județ 
Hunedoara",50/08.01.2018
HUNEDOARA,"Râul Jiul de vest – superior cu 
afluenții",Izvoare – conf. cu valea Braia,,"APS PRO PESCAR 
cu sediul în  
localitatea Petroșani, 
str. Universității, nr. 
20, cam. 316, județ 
Hunedoara",50/08.01.2018
HUNEDOARA,Râul Jiul de vest mijlociu,De la valea Braia – până la conf. cu Jiul de est,,"APS PRO PESCAR 
cu sediul în  
localitatea Petroșani, 
str. Universității, nr. 
20, cam. 316, județ 
Hunedoara",50/08.01.2018
HUNEDOARA,Râul Jiul de est inferior,conf. Râul Taia – conf. cu Jiul de vest,,"APS PRO PESCAR 
cu sediul în  
localitatea Petroșani, 
str. Universității, nr. 
20, cam. 316, județ 
Hunedoara",50/08.01.2018
HUNEDOARA,Lac Cinciș,Județ Hunedoara,150 Ha,"APS PRO PESCAR 
cu sediul în  
localitatea Petroșani, 
str. Universității, nr. 
20, cam. 316, județ 
Hunedoara",50/08.01.2018
HUNEDOARA,Lac Ostrov,Județ Hunedoara,80 Ha,"APS PRO PESCAR 
cu sediul în  
localitatea Petroșani, 
str. Universității, nr. 
20, cam. 316, județ 
Hunedoara",50/08.01.2018
HUNEDOARA,Lac Paclisa,Județ Hunedoara,98 Ha,"APS PRO PESCAR 
cu sediul în  
localitatea Petroșani, 
str. Universității, nr. 
20, cam. 316, județ 
Hunedoara",50/08.01.2018
HUNEDOARA,Lac Hațeg,Județ Hunedoara,124 Ha,"APS PRO PESCAR 
cu sediul în  
localitatea Petroșani, 
str. Universității, nr. 
20, cam. 316, județ 
Hunedoara",50/08.01.2018
HUNEDOARA,Lac Valea de Pești,Județ Hunedoara,12 Ha,"APS PRO PESCAR 
cu sediul în  
localitatea Petroșani, 
str. Universității, nr. 
20, cam. 316, județ 
Hunedoara",50/08.01.2018
HUNEDOARA,Râul Govăjdia,Izvoare – conf. cu râul Cerna,35 km,"APS PRO PESCAR 
cu sediul în  
localitatea Petroșani, 
str. Universității, nr. 
20, cam. 316, județ 
Hunedoara",78/28.11.2018
HUNEDOARA,Lacul Câmpu lui Neag,"Județ  Hunedoara, artificial",6Ha,"APS PRO PESCAR 
cu sediul în  
localitatea Petroșani, 
str. Universității, nr. 
20, cam. 316, județ 
Hunedoara",78/28.11.2018
HUNEDOARA,Lacul Subcetate,Județ Hunedoara,80 Ha,"APS PRO PESCAR 
cu sediul în  
localitatea Petroșani, 
str. Universității, nr. 
20, cam. 316, județ 
Hunedoara",83/14.07.2022
HUNEDOARA,Râul Steiul montan mijlociu,conf. pârâul Crivadia – conf. râul Bărbat,,"AJVPS HUNEDOARA 
cu sediul în  
localitatea Deva, str. 
George Coșbuc, nr. 
21, județ Hunedoara",66/26.07.2018
HUNEDOARA,Valea Luncanilor,ieșire loc. Luncani – vărsare în râul Strei,,"AJVPS HUNEDOARA 
cu sediul în  
localitatea Deva, str. 
George Coșbuc, nr. 
21, județ Hunedoara",66/26.07.2018
HUNEDOARA,Râul Cerna superioară,conf. pârâul Bâlea – până la lacul Cinciș,,"AJVPS HUNEDOARA 
cu sediul în  
localitatea Deva, str. 
George Coșbuc, nr. 
21, județ Hunedoara",66/26.07.2018
HUNEDOARA,Obârșia,izvoare – conf. cu râul Criș,23 Km,"AJVPS HUNEDOARA 
cu sediul în  
localitatea Deva, str. 
George Coșbuc, nr. 
21, județ Hunedoara",66/26.07.2018
HUNEDOARA,Bulzești,izvoare – conf. cu râul Criș,,"AJVPS HUNEDOARA 
cu sediul în  
localitatea Deva, str. 
George Coșbuc, nr. 
21, județ Hunedoara",66/26.07.2018
HUNEDOARA,Grădiștea inferioară,cabana Costești – conf. cu râul Mureș,,"AJVPS HUNEDOARA 
cu sediul în  
localitatea Deva, str. 
George Coșbuc, nr. 
21, județ Hunedoara",66/26.07.2018
HUNEDOARA,Râul Bănița,izvoare – conf. cu Jiul de Est,,"AJVPS HUNEDOARA 
cu sediul în  
localitatea Deva, str. 
George Coșbuc, nr. 
21, județ Hunedoara",66/26.07.2018
HUNEDOARA,Raul Taia Aușel,izvoare – conf. cu Jiul de Est,,"AJVPS HUNEDOARA 
cu sediul în  
localitatea Deva, str. 
George Coșbuc, nr. 
21, județ Hunedoara",66/26.07.2018
HUNEDOARA,Voievodul,izvoare – canton silvic Câmpa,,"AJVPS HUNEDOARA 
cu sediul în  
localitatea Deva, str. 
George Coșbuc, nr. 
21, județ Hunedoara",66/26.07.2018
HUNEDOARA,"Râul Mureș, cu afluenții",Aurel Vlaicu-Zam,66km,"AJVPS HUNEDOARA 
cu sediul în  
localitatea Deva, str. 
George Coșbuc, nr. 
21, județ Hunedoara","678/107/22.03.1987 
ACT ADIȚIONAL 
NR. 5/16.12.2020"
HUNEDOARA,"Râul Strei, cu afluenții",Subcetate-Intrare Mureș,20km,"AJVPS HUNEDOARA 
cu sediul în  
localitatea Deva, str. 
George Coșbuc, nr. 
21, județ Hunedoara","678/107/22.03.1987 
ACT ADIȚIONAL 
NR. 5/16.12.2020"
HUNEDOARA,"Râul Crișul Alb, cu afluenții",Pod Brad- Ocișor,,"AJVPS HUNEDOARA 
cu sediul în  
localitatea Deva, str. 
George Coșbuc, nr. 
21, județ Hunedoara","678/107/22.03.1987 
ACT ADIȚIONAL 
NR. 5/16.12.2020"
HUNEDOARA,Lac Cozia,zona Deva,5 Ha,"APS DEVA 
cu sediul în  
localitatea Deva, str. 
Calea Zarandului, 
nr.23, județ 
Hunedoara",52/17.01.2018
HUNEDOARA,Lac  Făerag,Județ Hunedoara,3.5 Ha,"APS DEVA 
cu sediul în  
localitatea Deva, str. 
Calea Zarandului, 
nr.23, județ 
Hunedoara",65/26.07.2018
HUNEDOARA,Lac Tăul Teliuc,Județ Hunedoara,10 Ha,"CS HUNEDOARA 
cu sediul în  
localitatea Călan, sat 
Strei, Ferma Piscicolă 
F.N., județ Hunedoara",60/26.07.2018
IALOMIȚA,Lacul Bentu  Mic Bordușani,"zona comunei Bordușani-Bratul Borcea-ferma 
nr.2 IAS Bordușani",22 ha,AVPS IALOMIȚA,6/12.09.2017
IALOMIȚA,Lacul Bentu Mare Bordușani,"lângă Bentu Mic, același parcurs: zona comunei 
Bordușani-Bratul Borcea-ferma nr.2 IAS 
Bordușani",86 ha,"cu sediul în  
localitatea Slobozia, 
B-dul Matei Basarab, 
nr.26, Bl.D6, județ 
Ialomița",6/12.09.2017
IALOMIȚA,Lacul Bentu lui Cotoi,"același traseu cu Bentu Mare: zona comunei 
Bordușani-Bratul Borcea-ferma nr.2 IAS 
Bordușani",10 ha,"cu sediul în  
localitatea Slobozia, 
B-dul Matei Basarab, 
nr.26, Bl.D6, județ 
Ialomița",6/12.09.2017
IALOMIȚA,Potcoava Bordușani,situat pe malul drept al barajului Borcea,10 ha,"cu sediul în  
localitatea Slobozia, 
B-dul Matei Basarab, 
nr.26, Bl.D6, județ 
Ialomița",6/12.09.2017
IALOMIȚA,Canalul Saltava,"canal de desecare situat în incinta fostului IAS 
Făcăieni",70 ha,"cu sediul în  
localitatea Slobozia, 
B-dul Matei Basarab, 
nr.26, Bl.D6, județ 
Ialomița",6/12.09.2017
IALOMIȚA,Raul Ialomița,baraj Dridu-vărsare în Borcea,150 km,"cu sediul în  
localitatea Slobozia, 
B-dul Matei Basarab, 
nr.26, Bl.D6, județ 
Ialomița",6/12.09.2017
IAȘI,Râul Prut,Tabăra - Gorban,200  Km,"AVPS IAȘI 
cu sediul în  
localitatea Iași, Str. 
Sfântul Lazăr , nr. 4A, 
județ Iași",19/14.09.2017
IAȘI,Râul Siret,Lespezi – Scheia (loc. Alexandru Ioan Cuza),81  Km,"AVPS IAȘI 
cu sediul în  
localitatea Iași, Str. 
Sfântul Lazăr , nr. 4A, 
județ Iași",19/14.09.2017
IAȘI,Râul Moldova,Cristești – Verșeni  (loc. Miroslovești ),30  Km,"AVPS IAȘI 
cu sediul în  
localitatea Iași, Str. 
Sfântul Lazăr , nr. 4A, 
județ Iași",19/14.09.2017
IAȘI,Râul Jijia curs principal,Andrieșeni – Moreni,80  Km,"AVPS IAȘI 
cu sediul în  
localitatea Iași, Str. 
Sfântul Lazăr , nr. 4A, 
județ Iași",19/14.09.2017
IAȘI,Brațul Închis(mort) al râului Jijia,Cârniceni – Gorban,60 Km,"AVPS IAȘI 
cu sediul în  
localitatea Iași, Str. 
Sfântul Lazăr , nr. 4A, 
județ Iași",19/14.09.2017
IAȘI,Râul Miletin,Plugari – Hălceni,35  Km,"AVPS IAȘI 
cu sediul în  
localitatea Iași, Str. 
Sfântul Lazăr , nr. 4A, 
județ Iași",19/14.09.2017
ILFOV,Râul Colentina,"Amonte intravilan Buftea – mun. București – 
Cernica – aval intravilan Cernica",,"AVPS ACVILA 
cu sediul în  
localitatea București, 
Bd. Ion Mihalache , 
nr. 275, sector 1",7/12.09.2017
ILFOV,Râul Dâmbovița,"Limita județ Ilfov, zona satului Zurbaua, 
comuna Dragomirești-Vale – limită județ Ilfov, 
zona satului Bălăceanca, comuna Cernica",,"AVPS ACVILA 
cu sediul în  
localitatea București, 
Bd. Ion Mihalache , 
nr. 275, sector 1",7/12.09.2017
ILFOV,Râul Snagov,Periș – Gruiu,,"AVPS ACVILA 
cu sediul în  
localitatea București, 
Bd. Ion Mihalache , 
nr. 275, sector 1",7/12.09.2017
MARAMUREȘ,Râul Săsar,izvoare - conf.  Râul Lăpuș,10 km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",11/13.09.2017
MARAMUREȘ,Râul Chechiș,Bontăieni – conf. Râul Lăpuș,22 km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",11/13.09.2017
MARAMUREȘ,Râul Sălăjel,Someș Uileac - conf. Râul Someș,14 km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",11/13.09.2017
MARAMUREȘ,Râul Lăpuș,Pod vechi Târgu Lăpuș - Dămăcușeni,5 km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",11/13.09.2017
MARAMUREȘ,Râul Someș,Țicău - Seini,70 km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș","664/598/1982 
ACT ADIȚIONAL 
NR. 6/25.11.2022"
MARAMUREȘ,Râul Lăpuș,Pod Târgu Lăpuș - vărsare Someș,90 km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș","664/598/1982 
ACT ADIȚIONAL 
NR. 6/25.11.2022"
MARAMUREȘ,Râul Tisa,Valea Vișeului-Huta,60 km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș","664/598/1982 
ACT ADIȚIONAL 
NR. 6/25.11.2022"
MARAMUREȘ,Râul Iza,Pod Slătioara-vărsare Tisa,33 km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș","664/598/1982 
ACT ADIȚIONAL 
NR. 6/25.11.2022"
MARAMUREȘ,Râul Mara,Pod Berbești -vărsare Iza,15 km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș","664/598/1982 
ACT ADIȚIONAL 
NR. 6/25.11.2022"
MARAMUREȘ,Izvorul Izei,izvorul Izei – pod DN Moisei,10 Km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",71/26.07.2018
MARAMUREȘ,Râul Iza superioară,pod DN  Moisei – pod Slătioara,40 Km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",71/26.07.2018
MARAMUREȘ,Marele Novat,izvorul Cailor – conf. Râul Vaser Vișeu,37 Km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",71/26.07.2018
MARAMUREȘ,Râul Runcu,Runcu Vrăticel – conf. Râul Săpânța,40 Km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",71/26.07.2018
MARAMUREȘ,Râul Mara,izvoare – pod Berbești,29 Km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",71/26.07.2018
MARAMUREȘ,Râul Cosău,izvoare – pod Ferești,25 Km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",71/26.07.2018
MARAMUREȘ,Râul Craica,Mocira – conf. Râul Lăpuș,4 Km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",71/26.07.2018
MARAMUREȘ,Râul Țibleș,izvoare – pod Groșii,27 Km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",71/26.07.2018
MARAMUREȘ,"Râul Groșii Dămăcușeni, cu 
afluenții",Groșii Dămăcușeni,32 Km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",71/26.07.2018
MARAMUREȘ,Râul Ruoaia Lăpuș,izvoare – Dămăcușeni,25 Km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",71/26.07.2018
MARAMUREȘ,Râul Băiuț,izvoare – Valea Ruoaia,24 Km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",71/26.07.2018
MARAMUREȘ,Râul Strâmbu Băiuț,izvoare – pârâul Băiuț,16 Km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",71/26.07.2018
MARAMUREȘ,Râul Bloaja,Rușor – vârful Rotunzii,25 Km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",71/26.07.2018
MARAMUREȘ,Râul Minghet,izvoare – pod Groșii,28 Km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",71/26.07.2018
MARAMUREȘ,Râul Suciu,izvoare – Dămăcușeni,20 Km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",71/26.07.2018
MARAMUREȘ,Valea Rotundă,izvoare – Rogoz,17 Km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",71/26.07.2018
MARAMUREȘ,Valea Rohia,izvoare – Târgu Lăpuș,10 Km,"AJVPS MARAMUREȘ 
cu sediul în  
localitatea Baia Mare, 
B-dul  Unirii, nr. 12, 
județ Maramureș",71/26.07.2018
MARAMUREȘ,Lacul Lighet,artificial,3 Ha,"APS CHEILE 
LĂPUȘULUI 
cu sediul în  
localitatea Târgu 
Lăpuș, Piața Eroilor, 
nr. 2, bl. TL1A, județ 
Maramureș",57/07.02.2018
MARAMUREȘ,Valea Dobric,Izvoare – Târgu Lăpuș,15 Km,"APS CHEILE 
LĂPUȘULUI 
cu sediul în  
localitatea Târgu 
Lăpuș, Piața Eroilor, 
nr. 2, bl. TL1A, județ 
Maramureș",57/07.02.2018
JUDEȚUL MEHEDINȚI,-,-,-,-,-
MUREȘ,Râul Mureș,CFR comuna Deda – limită jud. comuna Chețani,150 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Pârâul Lut,Localitatea Batoș – conf. Râul Mureș,27 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Pârâul Beica,Conf. pârâul Nadășa – conf. Râul Mureș,7 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Pârâul Sar,Conf. pârâul Allas – conf. Râul Mureș,8 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Pârâul Lechința (Comlod),Comuna Crăiești – conf. Râul Mureș,48 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Pârâul de Câmpie,Conf. pârâul Sarchii – conf. Râul Mureș,12 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Pârâul Ațintiș,Conf. pârâul Cecălaca – conf. Râul Mureș,3 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Pârâul Niraj,Pod  Dămieni  - conf. râul Mureș,54 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Pârâul Nirajul Mic,Conf. pârâul Bâra – conf. Râul Mureș,6 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Pârâul Hodoș-Patec,De la 3 Km amonte de conf. cu Târnava Mică,3 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Râul Târnava Mică,"Limită Jud. conf. cu pârâul Iuhod – comuna 
Adămuș sat Cornești",96 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Pârâul Solocma,De la 3 Km amonte de conf. cu Târnava Mică,3 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Pârâul Ghergheș (Vădeș),Loc. Vădeș – conf. Târnava Mică,3 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Pârâul Cușmed,"Limită jud. Mureș, loc. Sângeorzu de Pădure– 
conf. cu Târnava Mică",10 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Pârâul Vețca,Loc. Bordoșiu – conf. cu Târnava Mică,3 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Pârâul Nadeș,Conf. pârâul Măgheruș – conf. Târnava Mică,7 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Râul Gurghiul inferior,Pod Gurghiu – conf. râul Mureș,12 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Glăjărie,Izvoare – conf. râul Gurghiu,12 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Râul Orșova,Izvoare – vărsare în râul Gurghiu,16 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Râul Răstolița,Izvoare – conf. râul Mureș,68 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Râul Bistra,Izvoare – conf. râul Mureș,32 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Râul Gălăoaia,Izvoare – conf. râul Mureș,25 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Râul Idicel,Zaspad – conf. râul Mureș,38 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Râul Sebeș,Izvoare – conf. cu pârâul Sovata,21 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Râul Iuhod,Izvoare – pod Sărăteni,22 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Râul Nirajul Mic inferior,Pod Lokodi – pod Dămieni,10 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Lac acumulare Bezid,Județul Mureș,416 Ha,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Râul Mureș IV,Tunel Sălard – pod Deda,25 Km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",40/24.10.2017
MUREȘ,Râul Târnava Mare,"limita jud. Mureș, conf. cu pârâul Scroafa-limită 
jud. Mureș, loc.  Daneș",43 km,"AJVPS MUREȘ 
cu sediul în  
localitatea Târgu 
Mureș, Bd. 1 
Decembrie 1918, nr. 
23, județ Mureș",88/10.01.2024
NEAMȚ,Râul Bistrița VI,Baraj Bicaz-Lac Pangrati,15 km,"AJVPS NEAMȚ 
cu sediul în  
localitatea Piatra 
Neamț, B-dul",32/10.10.2017
NEAMȚ,Lac Bâtca Doamnei,artificial,235 ha,"AJVPS NEAMȚ 
cu sediul în  
localitatea Piatra 
Neamț, B-dul",32/10.10.2017
NEAMȚ,Lac Pangrati,artificial,153 ha,"AJVPS NEAMȚ 
cu sediul în  
localitatea Piatra 
Neamț, B-dul",32/10.10.2017
NEAMȚ,Lac Bicaz,Spital Ceahlău - Ruginești,perimetral 25 km,"AJVPS NEAMȚ 
cu sediul în  
localitatea Piatra 
Neamț, B-dul",32/10.10.2017
NEAMȚ,Lac Bicaz,Ruginești - Secu,perimetral 24 km,"AJVPS NEAMȚ 
cu sediul în  
localitatea Piatra 
Neamț, B-dul",32/10.10.2017
NEAMȚ,Râul Bistrița,Baraj Reconstrucția - limită jud. Bacău,32 km,"AJVPS NEAMȚ 
cu sediul în  
localitatea Piatra 
Neamț, B-dul",32/10.10.2017
NEAMȚ,Râul Bicăjel,izvoare – conf. cu râul Bicaz,25 Km,"AJVPS NEAMȚ 
cu sediul în  
localitatea Piatra 
Neamț, B-dul",67/26.07.2018
NEAMȚ,Râul Bicaz,conf. cu râul Dămuc – conf. râul Bistrița,18 Km,"Decebal, nr.35, județ 
Neamț",67/26.07.2018
NEAMȚ,Râul Bistrița V,Fărcașa – pod Zahorna,15 Km,"Decebal, nr.35, județ 
Neamț",67/26.07.2018
NEAMȚ,Lac Reconstrucția (1),artificial,"16,3  Ha","Decebal, nr.35, județ 
Neamț",67/26.07.2018
NEAMȚ,Lac Vaduri,artificial,80 Ha,"Decebal, nr.35, județ 
Neamț",67/26.07.2018
NEAMȚ,Lac Bicaz,Secu – spital Ceahlău,perimetral 23 Km,"Decebal, nr.35, județ 
Neamț",67/26.07.2018
NEAMȚ,Râul Bicaz,conf. râul Dămuc – conf. râul Bicăjel,12 Km,"Decebal, nr.35, județ 
Neamț",67/26.07.2018
NEAMȚ,Râul Moldova,"Comuna Boroaia limită de jud. Suceava – 
comuna Tupilați",40  km,"AVPS BRADUL PIATRA 
NEAMȚ 
cu sediul în  
localitatea Piatra 
Neamț, Str. Lt. 
Drăghescu, nr. 7,bl. 
E5, sc. B. ap. 23,  
județ Neamț",28/04.10.2017
NEAMȚ,Râul Siret,Pe teritoriul jud. Neamț,56 Km,"AVPS ROMAN 
cu sediul în  
localitatea Roman, 
str. Eternității, nr. 21, 
județ Neamț",31/10.10.2017
NEAMȚ,Râul Moldova,Pod comuna Tupilați – conf. cu Siret,40 Km,"AVPS ROMAN 
cu sediul în  
localitatea Roman, 
str. Eternității, nr. 21, 
județ Neamț",31/10.10.2017
