County,Habitat,Limits,Length_surface,Association,Contract
BISTRIȚA - NĂSĂUD,Râul Sălăuța  Inferioară,"Conf. Pârâul Bumbului - conf. râul Someșul 
Mare",70 Km,"AJVPS BISTRIȚA-
NĂSĂUD 
cu sediul în  
localitatea Bistrița, 
str. Făzănăriei,nr.7, 
județ Bistrița-Năsăud",82/11.04.2019
BISTRIȚA - NĂSĂUD,Râul Gersa,Izvoare – conf. râul Someșul Mare,26 Km,"AJVPS BISTRIȚA-
NĂSĂUD 
cu sediul în  
localitatea Bistrița, 
str. Făzănăriei,nr.7, 
județ Bistrița-Năsăud",82/11.04.2019
BISTRIȚA - NĂSĂUD,Râul Cormaia,Izvoare – conf. râul Someșul Mare,41 Km,"AJVPS BISTRIȚA-
NĂSĂUD 
cu sediul în  
localitatea Bistrița, 
str. Făzănăriei,nr.7, 
județ Bistrița-Năsăud",82/11.04.2019
BISTRIȚA - NĂSĂUD,Râul Someșul Mare inferior,Pod Cartibav – conf. râul  Ilva Mică,41 Km,"AJVPS BISTRIȚA-
NĂSĂUD 
cu sediul în  
localitatea Bistrița, 
str. Făzănăriei,nr.7, 
județ Bistrița-Năsăud",82/11.04.2019
BISTRIȚA - NĂSĂUD,Râul Valea Ilvei,Izvoare – conf. râul Someșul Mare,61 Km,"AJVPS BISTRIȚA-
NĂSĂUD 
cu sediul în  
localitatea Bistrița, 
str. Făzănăriei,nr.7, 
județ Bistrița-Năsăud",82/11.04.2019
BISTRIȚA - NĂSĂUD,Pârâul Iliuța,Izvoare – conf. râul Valea Ilvei,17 Km,"AJVPS BISTRIȚA-
NĂSĂUD 
cu sediul în  
localitatea Bistrița, 
str. Făzănăriei,nr.7, 
județ Bistrița-Năsăud",82/11.04.2019
BISTRIȚA - NĂSĂUD,Pârâul Valea Leșului,Izvoare – conf. râul Valea Ilvei,55 Km,"AJVPS BISTRIȚA-
NĂSĂUD 
cu sediul în  
localitatea Bistrița, 
str. Făzănăriei,nr.7, 
județ Bistrița-Năsăud",82/11.04.2019
BISTRIȚA - NĂSĂUD,Râul Bistrița,"Conf. pârâul Pietroasa – podul  Mijlocenii 
Bârgăului",28 Km,"AJVPS BISTRIȚA-
NĂSĂUD 
cu sediul în  
localitatea Bistrița, 
str. Făzănăriei,nr.7, 
județ Bistrița-Năsăud",82/11.04.2019
BISTRIȚA - NĂSĂUD,Râul Colibița superioară,Izvoare – vărsare în lacul Colibița,21 Km,"AJVPS BISTRIȚA-
NĂSĂUD 
cu sediul în  
localitatea Bistrița, 
str. Făzănăriei,nr.7, 
județ Bistrița-Năsăud",82/11.04.2019
BISTRIȚA - NĂSĂUD,Râul Colibița inferioară,Aval baraj Colibița – conf. pârâul Pietroasa,31 Km,"AJVPS BISTRIȚA-
NĂSĂUD 
cu sediul în  
localitatea Bistrița, 
str. Făzănăriei,nr.7, 
județ Bistrița-Năsăud",82/11.04.2019
BISTRIȚA - NĂSĂUD,Râul Bordușelu,Izvoare – conf. râul Budacul inferior,18 Km,"AJVPS BISTRIȚA-
NĂSĂUD 
cu sediul în  
localitatea Bistrița, 
str. Făzănăriei,nr.7, 
județ Bistrița-Năsăud",82/11.04.2019
BISTRIȚA - NĂSĂUD,Râul Budacul superior,Izvoare – podul de ciment Budacul de Sus,26 Km,"AJVPS BISTRIȚA-
NĂSĂUD 
cu sediul în  
localitatea Bistrița, 
str. Făzănăriei,nr.7, 
județ Bistrița-Năsăud",82/11.04.2019
BISTRIȚA - NĂSĂUD,Râul Budacul inferior,"Podul de ciment Budacul de Sus – conf. râul 
Bordușelu",9 Km,"AJVPS BISTRIȚA-
NĂSĂUD 
cu sediul în  
localitatea Bistrița, 
str. Făzănăriei,nr.7, 
județ Bistrița-Năsăud",82/11.04.2019
BISTRIȚA - NĂSĂUD,Râul Someșul Mare,Pod Feldru-Ciceu Mihăiești,61km,"AJVPS BISTRIȚA-
NĂSĂUD 
cu sediul în  
localitatea Bistrița, 
str. Făzănăriei,nr.7, 
județ Bistrița-Năsăud","140/351/22.01.1988 
ACT ADIȚIONAL 
Nr. 5/22.12.2020"
BISTRIȚA - NĂSĂUD,Râul Șieu,Izvoare-conf. Someșul Mare,68km,"AJVPS BISTRIȚA-
NĂSĂUD 
cu sediul în  
localitatea Bistrița, 
str. Făzănăriei,nr.7, 
județ Bistrița-Năsăud","140/351/22.01.1988 
ACT ADIȚIONAL 
Nr. 5/22.12.2020"
BISTRIȚA - NĂSĂUD,Pârâul Lechința,Izvoare-conf. Șieu,22km,"AJVPS BISTRIȚA-
NĂSĂUD 
cu sediul în  
localitatea Bistrița, 
str. Făzănăriei,nr.7, 
județ Bistrița-Năsăud","140/351/22.01.1988 
ACT ADIȚIONAL 
Nr. 5/22.12.2020"
BISTRIȚA - NĂSĂUD,Pârâul Meleș,Izvoare-conf. Someșul Mare,30km,"AJVPS BISTRIȚA-
NĂSĂUD 
cu sediul în  
localitatea Bistrița, 
str. Făzănăriei,nr.7, 
județ Bistrița-Năsăud","140/351/22.01.1988 
ACT ADIȚIONAL 
Nr. 5/22.12.2020"
BOTOȘANI,"Lac de acumulare  
Stânca -  Costești",Județ Botoșani,59Ha,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",64/26.07.2018
BOTOȘANI,Râul Siret,Văscăuți – Turbata - Tudora,107 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",64/26.07.2018
BOTOȘANI,Râul Molnița,Mihăileni – Talpa,14 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",64/26.07.2018
BOTOȘANI,Râul Pleșu,Tudora – Pleșu,11 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",64/26.07.2018
BOTOȘANI,Râul Sirețel,Ionășeni – Bucecea,12 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",64/26.07.2018
BOTOȘANI,Gârla Huțani,Huțani – Corni,11 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",64/26.07.2018
BOTOȘANI,Râul Bahna,Dersca – Lunca,10 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",64/26.07.2018
BOTOȘANI,Râul Vorona,Vorona – Teodoru – Joldești,13 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",64/26.07.2018
BOTOȘANI,Prut– fără lacul Stânca,Oroftiana de Sus – Bădărăi,194 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",64/26.07.2018
BOTOȘANI,Râul Ghireni,Dealul Pustei – Mitoc,21 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",17 / 14. 09. 2017
BOTOȘANI,Râul Volovăț,Culmea Dărăbani – Ripiceni,45 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",17 / 14. 09. 2017
BOTOȘANI,Râul  Corogea,Murguța – Sărata,34 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",17 / 14. 09. 2017
BOTOȘANI,Râul Bașeu,Suharău – Românești,106 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",17 / 14. 09. 2017
BOTOȘANI,Râul Podul Plopii,Cristinești – Plevna,9 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",17 / 14. 09. 2017
BOTOȘANI,Râul Ursoiu,Vatra vărsare – Bașeu,10 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",17 / 14. 09. 2017
BOTOȘANI,Pietroaia,Sărata vărsare - Bașeu,13 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",17 / 14. 09. 2017
BOTOȘANI,Râul Sărata,Sărata Basarab – Mihăilești,15 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",17 / 14. 09. 2017
BOTOȘANI,Râul Bodeasa,Sărata Drăgușeni – Miron Costin,26 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",17 / 14. 09. 2017
BOTOȘANI,Râul Balinți,Havârna – Balinți,10 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",17 / 14. 09. 2017
BOTOȘANI,Râul Podriga,Mileanca – Săveni,36 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",17 / 14. 09. 2017
BOTOȘANI,Râul Jijia,Dersca – Rediu,139 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",17 / 14. 09. 2017
BOTOȘANI,Râul Sitna,Bucecea – Todireni,65 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",17 / 14. 09. 2017
BOTOȘANI,Râul Miletin,Vlădeni – Miletin,78 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",17 / 14. 09. 2017
BOTOȘANI,Râul Baranca Hudești,Hudești – Baranca,"9,54 Ha","AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",17 / 14. 09. 2017
BOTOȘANI,Râul Baranca Nouă,Hudești – Baranca,"1,94 Ha","AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",17 / 14. 09. 2017
BOTOȘANI,Bajura,Darabani – Bajura,"10,01 Ha","AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",17 / 14. 09. 2017
BOTOȘANI,Acumularea Negreni,Județ Botoșani,290 Ha,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",86/10.01.2024
BOTOȘANI,Acumularea Curtești (Rai),"Județ botoșani, în proximitatea orașului 
Botoșani","31,35 Ha","AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani, 
Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",86/10.01.2024
BRAȘOV,Râul Olt și afluenții săi,loc. Augustin – Veneția de Jos,,"AVPS RUPEA 
cu sediul în  
localitatea Rupea, str. 
Republicii, nr. 119, 
județ Brașov",14 / 13. 09. 2017
BRAȘOV,Râul Olt,Lunca Câlnicului  - Feldioara - Augustin,64 km,"AJPS BRAȘOV 
cu sediul în  
localitatea Brașov, 
str. Nicolaie Bălcescu, 
nr.14, județ Brașov",16 / 13. 09. 2017
BRAȘOV,Valea Homorod,Izvoare – sat Vlădeni  - vărsare,36 km,"AJPS BRAȘOV 
cu sediul în  
localitatea Brașov, 
str. Nicolaie Bălcescu, 
nr.14, județ Brașov",16 / 13. 09. 2017
BRAȘOV,Râul Măieruș,Izvoare – conf. cu râul Olt,17 km,"AJPS BRAȘOV 
cu sediul în  
localitatea Brașov, 
str. Nicolaie Bălcescu, 
nr.14, județ Brașov",16 / 13. 09. 2017
BRAȘOV,Dopca,Izvoare – conf. cu râul Olt,13 km,"AJPS BRAȘOV 
cu sediul în  
localitatea Brașov, 
str. Nicolaie Bălcescu, 
nr.14, județ Brașov",16 / 13. 09. 2017
BRAȘOV,Râul Strâmba,Izvoare -   conf. cu Șinca,18 km,"AJPS BRAȘOV 
cu sediul în  
localitatea Brașov, 
str. Nicolaie Bălcescu, 
nr.14, județ Brașov",16 / 13. 09. 2017
BRAȘOV,Râul Geamăna,Izvoare – conf. cu Valea Homorodului,8 km,"AJPS BRAȘOV 
cu sediul în  
localitatea Brașov, 
str. Nicolaie Bălcescu, 
nr.14, județ Brașov",16 / 13. 09. 2017
BRAȘOV,Râul Homorod,Izvoare - Vlădeni,14 km,"AJPS BRAȘOV 
cu sediul în  
localitatea Brașov, 
str. Nicolaie Bălcescu, 
nr.14, județ Brașov",16 / 13. 09. 2017
BRAȘOV,Valea Mare – Crizbav,Izvoare – conf. cu râul Olt,16 km,"AJPS BRAȘOV 
cu sediul în  
localitatea Brașov, 
str. Nicolaie Bălcescu, 
nr.14, județ Brașov",16 / 13. 09. 2017
BRAȘOV,Râul Doftana Gârcin,Izvoare – conf. cu râul Tărlungeni,18 km,"AJPS BRAȘOV 
cu sediul în  
localitatea Brașov, 
str. Nicolaie Bălcescu, 
nr.14, județ Brașov",16 / 13. 09. 2017
BRAȘOV,Râul Tărlungul superior,Izvoare Tărlungeni,37 km,"AJPS BRAȘOV 
cu sediul în  
localitatea Brașov, 
str. Nicolaie Bălcescu, 
nr.14, județ Brașov",16 / 13. 09. 2017
BRAȘOV,Valea Sebeșului,Izvoare – Drum N.I. – vărsare,63 km,"AJPS BRAȘOV 
cu sediul în  
localitatea Brașov, 
str. Nicolaie Bălcescu, 
nr.14, județ Brașov",16 / 13. 09. 2017
BRAȘOV,Râul Bârsa,"Izvoare – conf. cu Bârsa Fierarului  
și toți afluenții",74 Km,"AJPS BRAȘOV 
cu sediul în  
localitatea Brașov, 
str. Nicolaie Bălcescu, 
nr.14, județ Brașov",16 / 13. 09. 2017
BRAȘOV,Râul Șercaia inferioară,"conf. cu Valea Strâmba-Drum N.I. Brașov - 
Făgăraș",27 km,"AVPS FĂGĂRAȘ 
cu sediul în  
localitatea Făgăraș, 
str. Livezii, nr. 32, 
județ Brașov","2 / 05.09.2017 
ACT ADIȚIONAL 
NR. 1/11.10.2019"
BRAȘOV,Valea Șercaia,Drum N.I. - vărsare,15 km,"AVPS FĂGĂRAȘ 
cu sediul în  
localitatea Făgăraș, 
str. Livezii, nr. 32, 
județ Brașov","2 / 05.09.2017 
ACT ADIȚIONAL 
NR. 1/11.10.2019"
BRAȘOV,Valea Berivoi,Izvoare-Drum N.I. vărsare,28 km,"AVPS FĂGĂRAȘ 
cu sediul în  
localitatea Făgăraș, 
str. Livezii, nr. 32, 
județ Brașov","2 / 05.09.2017 
ACT ADIȚIONAL 
NR. 1/11.10.2019"
BRAȘOV,Valea Dejani (Săvăstreni),Drum N.I.-  vărsare,5 Km,"AVPS FĂGĂRAȘ 
cu sediul în  
localitatea Făgăraș, 
str. Livezii, nr. 32, 
județ Brașov","2 / 05.09.2017 
ACT ADIȚIONAL 
NR. 1/11.10.2019"
BRAȘOV,Valea Pojorâtei,"Izvoare-Drum N.I.- vărsare  
și afluenții",40 km,"AVPS FĂGĂRAȘ 
cu sediul în  
localitatea Făgăraș, 
str. Livezii, nr. 32, 
județ Brașov","2 / 05.09.2017 
ACT ADIȚIONAL 
NR. 1/11.10.2019"
BRAȘOV,Valea Sâmbetei,"Izvoare-Drum N.I. – vărsare 
 și afluenții",31 km,"AVPS FĂGĂRAȘ 
cu sediul în  
localitatea Făgăraș, 
str. Livezii, nr. 32, 
județ Brașov","2 / 05.09.2017 
ACT ADIȚIONAL 
NR. 1/11.10.2019"
BRAȘOV,Valea Viștea Mare,"Izvoare - Drum N.I. – vărsare 
 și afluenții",34 km,"AVPS FĂGĂRAȘ 
cu sediul în  
localitatea Făgăraș, 
str. Livezii, nr. 32, 
județ Brașov","2 / 05.09.2017 
ACT ADIȚIONAL 
NR. 1/11.10.2019"
BRAȘOV,Valea Ucea Mare,"Izvoare- Combinatul chimic - vărsare  
și afluenții",17 km,"AVPS FĂGĂRAȘ 
cu sediul în  
localitatea Făgăraș, 
str. Livezii, nr. 32, 
județ Brașov","2 / 05.09.2017 
ACT ADIȚIONAL 
NR. 1/11.10.2019"
BRAȘOV,Râul Olt și afluenții săi,Veneția de Jos - limita cu jud. Sibiu,,"AVPS FĂGĂRAȘ 
cu sediul în  
localitatea Făgăraș, 
str. Livezii, nr. 32, 
județ Brașov","2 / 05.09.2017 
ACT ADIȚIONAL 
NR. 1/11.10.2019"
BRAȘOV,Râul Veneția,Izvoare – Conf. râul Olt,22 km,"AVPS FĂGĂRAȘ 
cu sediul în  
localitatea Făgăraș, 
str. Livezii, nr. 32, 
județ Brașov","2 / 05.09.2017 
ACT ADIȚIONAL 
NR. 1/11.10.2019"
BRAȘOV,Valea Lisei,Izvoare – conf. Valea Sâmbăta,10 km,"AVPS FĂGĂRAȘ 
cu sediul în  
localitatea Făgăraș, 
str. Livezii, nr. 32, 
județ Brașov","2 / 05.09.2017 
ACT ADIȚIONAL 
NR. 1/11.10.2019"
BRAȘOV,Lac acumulare Voila,Județ Brașov,,"AVPS FĂGĂRAȘ 
cu sediul în  
localitatea Făgăraș, 
str. Livezii, nr. 32, 
județ Brașov","2 / 05.09.2017 
ACT ADIȚIONAL 
NR. 1/11.10.2019"
BRAȘOV,Lac acumulare Olteț,Județ  Brașov,,"AVPS FĂGĂRAȘ 
cu sediul în  
localitatea Făgăraș, 
str. Livezii, nr. 32, 
județ Brașov","2 / 05.09.2017 
ACT ADIȚIONAL 
NR. 1/11.10.2019"
BRAȘOV,Lac acumulare Arpașu,până la limita jud. Sibiu,,"AVPS FĂGĂRAȘ 
cu sediul în  
localitatea Făgăraș, 
str. Livezii, nr. 32, 
județ Brașov","2 / 05.09.2017 
ACT ADIȚIONAL 
NR. 1/11.10.2019"
BRAȘOV,Lac Urlea,Lac glaciar,2Ha,"APS AQUA CRISIUS 
cu sediul în  
localitatea Oradea, 
str. Mihai Eminescu, 
nr.15, județ Bihor",83/11.04.2019
BRĂILA,Râul Buzău,Jirlău km 183- Voinești km 309,126 km,"AJVPS BRĂILA 
cu sediul în  
localitatea Brăila, B-
dul  Independenței, 
nr. 10, județ Brăila",3/06.09.2017
BRĂILA,Râul Siret,Corbu Vechi km 527 -  Șendreni km 576,49 km,"AJVPS BRĂILA 
cu sediul în  
localitatea Brăila, B-
dul  Independenței, 
nr. 10, județ Brăila",3/06.09.2017
BRĂILA,Râul Călmățui,Făurei Sat-conf. cu Dunărea,86 km,"AJVPS BRĂILA 
cu sediul în  
localitatea Brăila, B-
dul  Independenței, 
nr. 10, județ Brăila",3/06.09.2017
BRĂILA,Japșa Veriga,mal drept Dunăre km 172-173 -  zona dig mal,10 ha,"AJVPS BRĂILA 
cu sediul în  
localitatea Brăila, B-
dul  Independenței, 
nr. 10, județ Brăila",3/06.09.2017
BRĂILA,Japșa  Corotisca,mal drept Dunăre km 171 – zona dig mal,3 ha,"AJVPS BRĂILA 
cu sediul în  
localitatea Brăila, B-
dul  Independenței, 
nr. 10, județ Brăila",3/06.09.2017
BRĂILA,Japșa Stanca,mal drept Dunăre km 174 – zona dig mal,2 ha,"AJVPS BRĂILA 
cu sediul în  
localitatea Brăila, B-
dul  Independenței, 
nr. 10, județ Brăila",3/06.09.2017
BRĂILA,Japșa Poala Albă,"braț mort al Buzăului UAT Ibrianu, jud Brăila",8 ha,"AJVPS BRĂILA 
cu sediul în  
localitatea Brăila, B-
dul  Independenței, 
nr. 10, județ Brăila",3/06.09.2017
BRĂILA,Valea Encii,Rețeaua ANIF de desecare a loc. Comăneasca,5 km,"AJVPS BRĂILA 
cu sediul în  
localitatea Brăila, B-
dul  Independenței, 
nr. 10, județ Brăila",3/06.09.2017
BUZĂU,"Râul Buzăul superior cu afluenții 
săi",cursul principal,32 Km,"AJVPS BRĂILA 
cu sediul în  
localitatea Brăila, B-
dul  Independenței, 
nr. 10, județ Brăila",3/06.09.2017
BUZĂU,Râul Siriul,izvoare-conf. cu râul Buzău,38 Km,"AJVPS BRĂILA 
cu sediul în  
localitatea Brăila, B-
dul  Independenței, 
nr. 10, județ Brăila",3/06.09.2017
BUZĂU,Râul Bâsca Rozilei,conf. Basca Mare - conf. cu râul Buzău,28 Km,"AJVPS BRĂILA 
cu sediul în  
localitatea Brăila, B-
dul  Independenței, 
nr. 10, județ Brăila",3/06.09.2017
BUZĂU,Valea Buzăului superior,vărsare pârâul Crasna – vărsare râul Grămăticu,48 Km,"AJVPS BRĂILA 
cu sediul în  
localitatea Brăila, B-
dul  Independenței, 
nr. 10, județ Brăila",3/06.09.2017
BUZĂU,Valea Buzăului inferior,barajul Siriu – vărsare,12 Km,"AJVPS BUZĂU 
cu sediul în  
localitatea Buzău, str. 
Unirii, Bl. 12F, parter, 
județ Buzău",22/19.09.2017
BUZĂU,Pârâul Valea Sibiciului,"limita cu jud. Covasna-până la conf. cu pârâul 
Sibiciu",,"AJVPS BUZĂU 
cu sediul în  
localitatea Buzău, str. 
Unirii, Bl. 12F, parter, 
județ Buzău",22/19.09.2017
BUZĂU,Râul Călmățui cu afluenții săi,Izvoare – ieșire județ Buzău,54 Km,"AJVPS BUZĂU 
cu sediul în  
localitatea Buzău, str. 
Unirii, Bl. 12F, parter, 
județ Buzău",22/19.09.2017
BUZĂU,Râul Buzăul inferior,"conf. cu pârâul Sibiciu  – la ieșire din județ 
Buzău",107 Km,"AJVPS BUZĂU 
cu sediul în  
localitatea Buzău, str. 
Unirii, Bl. 12F, parter, 
județ Buzău",22/19.09.2017
BUZĂU,Râul Râmnicu Sărat,Intrare județ Buzău – ieșire județ Buzău.,45 Km,"AJVPS BUZĂU 
cu sediul în  
localitatea Buzău, str. 
Unirii, Bl. 12F, parter, 
județ Buzău",22/19.09.2017
BUZĂU,Valea Slănicului,Izvoare – conf. râul Buzău,25 Km,"AJVPS BUZĂU 
cu sediul în  
localitatea Buzău, str. 
Unirii, Bl. 12F, parter, 
județ Buzău",22/19.09.2017
BUZĂU,Râul Bâsca Chiojdului,Izvoare – conf. râul Buzău,17 Km,"AJVPS BUZĂU 
cu sediul în  
localitatea Buzău, str. 
Unirii, Bl. 12F, parter, 
județ Buzău",22/19.09.2017
BUZĂU,Lac acumulare Siriu,Județ Buzău,artificial,"AJVPS BUZĂU 
cu sediul în  
localitatea Buzău, str. 
Unirii, Bl. 12F, parter, 
județ Buzău",22/19.09.2017
CARAȘ-SEVERIN,Râul Caraș,Carașova-Iam,56 km,"AP BANATUL 
cu sediul în  
localitatea Timișoara, 
str. Orșova, nr. 11, 
bl.122, sc. A, ap.9, 
județ  Timiș",34 / 11.10.2017
CARAȘ-SEVERIN,Râul Timiș,Sadova-limita jud. Caraș-Severin,43 km,"AP BANATUL 
cu sediul în  
localitatea Timișoara, 
str. Orșova, nr. 11, 
bl.122, sc. A, ap.9, 
județ  Timiș",34 / 11.10.2017
CARAȘ-SEVERIN,Râul Bârzava,Secu-limita jud. Caraș-Severin,70 km,"AP BANATUL 
cu sediul în  
localitatea Timișoara, 
str. Orșova, nr. 11, 
bl.122, sc. A, ap.9, 
județ  Timiș",34 / 11.10.2017
CARAȘ-SEVERIN,Lac Secu,Reșița,74 ha,"AP BANATUL 
cu sediul în  
localitatea Timișoara, 
str. Orșova, nr. 11, 
bl.122, sc. A, ap.9, 
județ  Timiș",34 / 11.10.2017
CARAȘ-SEVERIN,Lac Dognecea Mare,Dognecea,"6,8 ha","AP BANATUL 
cu sediul în  
localitatea Timișoara, 
str. Orșova, nr. 11, 
bl.122, sc. A, ap.9, 
județ  Timiș",34 / 11.10.2017
CARAȘ-SEVERIN,Lac Dognecea Mică,Dognecea,"2,3 ha","AP BANATUL 
cu sediul în  
localitatea Timișoara, 
str. Orșova, nr. 11, 
bl.122, sc. A, ap.9, 
județ  Timiș",34 / 11.10.2017
CARAȘ-SEVERIN,Lac Medreș,Bocșa,"1,2 ha","AP BANATUL 
cu sediul în  
localitatea Timișoara, 
str. Orșova, nr. 11, 
bl.122, sc. A, ap.9, 
județ  Timiș",34 / 11.10.2017
CARAȘ-SEVERIN,Râul Rudărie,Izvoare-conf. Râul Nera,31 km,"AP BANATUL 
cu sediul în  
localitatea Timișoara, 
str. Orșova, nr. 11, 
bl.122, sc. A, ap.9, 
județ  Timiș",34 / 11.10.2017
CARAȘ-SEVERIN,Râul Berzasca,Izvoare-conf. Dunărea,58 km,"AP BANATUL 
cu sediul în  
localitatea Timișoara, 
str. Orșova, nr. 11, 
bl.122, sc. A, ap.9, 
județ  Timiș",34 / 11.10.2017
CARAȘ-SEVERIN,Râul Timișul Mijlociu,"Baraj Trei Ape - loc. Slatina, Timiș",47 km,"AP BANATUL 
cu sediul în  
localitatea Timișoara, 
str. Orșova, nr. 11, 
bl.122, sc. A, ap.9, 
județ  Timiș",34 / 11.10.2017
CARAȘ-SEVERIN,Râul Nera inferioară,Șopotu Nou – pod Sasca Montană,22 Km,"AJVPS CARAȘ-
SEVERIN 
cu sediul în  
localitatea Reșița, str.",51/16.01.2018
CARAȘ-SEVERIN,Râul Bârzava inferioară,Breaza – pod Secu,29 Km,"AJVPS CARAȘ-
SEVERIN 
cu sediul în  
localitatea Reșița, str.",73/26.07.2018
CARAȘ-SEVERIN,Râul Timișul inferior,pod Slatina – Cerneți,3 Km,"AJVPS CARAȘ-
SEVERIN 
cu sediul în  
localitatea Reșița, str.",73/26.07.2018
CARAȘ-SEVERIN,Râul Lung (Teregova),izvoare – conf. râul Timiș,32 Km,"AJVPS CARAȘ-
SEVERIN 
cu sediul în  
localitatea Reșița, str.",73/26.07.2018
CARAȘ-SEVERIN,Râul Alb,izvoare – conf. râul Lung,29 Km,"AJVPS CARAȘ-
SEVERIN 
cu sediul în  
localitatea Reșița, str.",73/26.07.2018
CARAȘ-SEVERIN,Râul Minișul inferior,aval baraj Miniș – conf. râul Nera,24 Km,"I.L. Caragiale, nr.1-2, 
județ Caraș-Severin",73/26.07.2018
CARAȘ-SEVERIN,Lacul Gura Golumbului,artificial,5Ha,"I.L. Caragiale, nr.1-2, 
județ Caraș-Severin",73/26.07.2018
CARAȘ-SEVERIN,"Râul Bistra Ardealului, mijlociu",Canton silvic Bucova - Voislova,40 Km,"APS  Bega Poieni 
 cu sediul în 
localitatea Timișoara, 
str. Muncitorilor, nr. 
8, județ Timiș",80/11.04.2019
CARAȘ-SEVERIN,Valea Mare,Izvoare – pod sat Ilidia,3 Km,"CS HUNEDOARA 
cu sediul în  
localitatea Călan, sat 
Strei, Ferma Piscicolă 
F.N., județ Hunedoara",60/26.07.2018
CĂLĂRAȘI,Canalul Siderurgic,toata lungimea canalului,9 km,"AJVPS CĂLĂRAȘI 
cu sediul în  
localitatea Călărași, 
str. Portului, nr. 7, 
județ Călărași",4/12.09.2017
